generation,individual,fitness,genotype,active_nodes
1,13,0.0,"[ 2  1  1  9  1  0  3  0 14  5  1  0  7  1  0  7  3 10  1 18  6  3  4  0
  7  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  6  7  8  9 10 11 12 14 15 17 18 20 21 24 25]
1,14,0.0,"[ 8  1  6  7  1  0  7  3  0  3  1  0  3 11 20  0  3  8  2  3  1  6  5  0
  0  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  5  6  7  8  9 11 12 15 17 20 21 24 25]
1,15,0.0,"[ 5  2 10  4  1  0  7 11  0  3  1  1  0 16  0  7  2  2 10 18  6  3  5 13
  2  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  4  5  6  7  8  9 10 11 12 13 15 16 17 18 20 21 24 25]
1,16,0.0,"[10  3  2  7  1  0  6  0  0  3  0  0  0  1 13  7  3  2  2  3  6  3 10 12
  1  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  6  7  8  9 10 11 12 13 15 17 20 21 24 25]
1,17,0.0,"[ 2  1  4  7  1  0  0  0  0  7  1  5  0 15  0  7  6  3  2 17  6  7  5  0
  7  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  5  6  7  8  9 11 12 15 17 20 21 24 25]
1,18,0.0,"[ 2  1  1  0 21  0  6  9  0  3  0  0  5  1  0  7  3  6  2 14  0  3 11  0
  2  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  6  7  8  9 11 12 14 15 17 20 21 24 25]
1,19,0.0,"[ 4  1  1  1 16  0  4  4 16  5  0  0  8 11  0  2  3  2  2  3  6  2  5  0
  6  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  5  6  7  8  9 11 12 15 16 17 20 21 24 25]
1,20,0.0,"[ 2  1  8  9  1  1  5  5  0  3  1  0  0 15  0  6  3  2  2  3  0  5  5  0
  2  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  5  7  8  9 11 12 15 17 20 21 24 25]
1,21,0.0,"[ 6  1 11  1 18  0  1  0  0  3  1  1  0  1  0  7  1  2  2  3  1  9 10  0
  3  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  7  8  9 10 11 12 15 17 18 20 21 24 25]
1,22,0.0,"[ 2  1  1  6  1  0  5  6 16  0  1  3  0 10 19  7  3  9  0  3  6  3  5  8
 10  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  5  6  7  8  9 10 11 12 15 16 17 19 20 21 24 25]
1,23,0.0,"[ 2  1  1  7  1  0  6  0 15  3  1  0  0  1 21  9  6  2  2 14  6  0  5  0
  2  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  4  5  6  7  8  9 11 12 14 15 17 20 21 24 25]
1,24,0.0,"[ 2  0  1  5  1  0 10  0  0  3  1  0  6 12 19  5  3  2  9  3  1  3  7  0
 10  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  7  8  9 11 12 15 17 20 21 24 25]
1,25,0.0,"[ 2  1  1  5 15  1  7 11  0  3  1  3  0  1  0  7  3  2  8  3  6  3  5  0
  2  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  5  6  7  8  9 11 12 15 17 20 21 24 25]
1,26,0.0,"[ 2  0  1  1 17  0  8  0  0  2  1  0  0  1  0  1  6  2 10 21  6  8  5 10
  2  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  4  5  6  7  8  9 10 11 12 15 17 20 21 24 25]
1,27,0.0,"[ 2  1  3  1 20  0  0  5  0  6  1  6  2  8 18  7  5  2  2 20  1  3  7 11
  2  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  5  6  7  8  9 11 12 15 17 20 21 24 25]
1,28,0.0,"[ 2  0 11  1 18  1  6  0 13  3  1  0  0  1 18  2  2  2  2 19  1  3 10  8
  2  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  4  7  8  9 10 11 12 13 15 17 19 20 21 24 25]
1,29,0.1,"[ 2  6  1  5  1  0  6  6  0  9  1  0  4  1  0  6  6  2  8  3  0  3  5 16
  5  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  5  6  7  8  9 11 12 15 16 17 20 21 24 25]
1,30,0.0,"[ 2  1  7  2  1  0  3  6 12 10  1  1  1  9 16  1  4  3  2 16  1  8  5  0
  2  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  5  6  7  8  9 11 12 15 16 17 20 21 24 25]
1,31,0.0,"[ 2  1  4  1 21  0  6  0  7  6  0  0  0 14 17  7  4  2  9  3  6 10  5 10
  4  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  5  6  7  8  9 10 11 12 14 15 17 20 21 24 25]
1,32,0.0,"[ 9  1  2  1 15  1  6  6  0  3  0  2  0  9 15  7  3  2  8 12  6  4  3  8
  0  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  6  7  8  9 11 12 15 17 20 21 24 25]
1,33,0.0,"[ 8  1  8  8 14  0  4  0  7  6  1  6  0 16  0  7  1  2 10  3  0  1  5  0
  3  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  5  6  7  8  9 11 12 14 15 17 20 21 24 25]
1,34,0.0,"[ 9  1  1  1  1  0  6  0  8  3  1  0  6  1  0 10  3 11  2  3  6  7  5  7
  4  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  5  6  7  8  9 11 12 15 17 20 21 24 25]
1,35,0.0,"[ 2  2  1  1 17  1  6  0  0  8  1  0 10 16  0  0  3  5  6  3  1  8  4  0
  2  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  5  7  8  9 11 12 15 17 20 21 24 25]
1,36,0.0,"[ 5  4  1  1 16  1  6  0 16  3  1  0  3 12  0  7  3  7  2 16  6  3  6 13
  2  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  6  7  8  9 11 12 13 15 16 17 20 21 24 25]
1,37,0.0,"[ 2  6  5  3  1  1  6  4  7  3  1  0  7  1 13  7  3  9  1 12  1  2  5  0
  9  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  5  6  7  8  9 11 12 15 17 20 21 24 25]
1,38,0.0,"[ 2  1  8  1 18  1  4  0  8  0  1  0  2  1 18  7  6  2  6 12  1  9 10 14
  7  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  4  6  7  8  9 10 11 12 14 15 17 18 20 21 24 25]
1,39,0.0,"[ 4  1  4  6  1  1  4  0  0  1  1  0  4  1 21  7  3  2  2 16  1  3  8  0
  9  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  7  8  9 11 12 15 16 17 20 21 24 25]
1,40,0.0,"[ 2  0  2  3 17  1  2  0  0  1  1  2  3 10 16  7  6  2  2  3  6  9  4  0
  9  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  6  7  8  9 10 11 12 15 16 17 20 21 24 25]
1,41,0.0,"[ 2  2  1  5  1  0  2  0  9  3  1  4  0  9 12  3  3  4  2  3  0  3  5  0
  2  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  5  7  8  9 11 12 15 17 20 21 24 25]
1,42,0.0,"[ 2  1  3  9  1  0  6  0  0  9  1  0  0  9  0  7  1 10  4  3  0  3  7  0
  2  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  7  8  9 10 11 12 15 17 20 21 24 25]
1,43,0.0,"[ 2  4  1  1  1  0  6  0  0  4  1  6  0  1  0  7  1  2  3  3  0  3  5 15
  2  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  5  6  7  8  9 11 12 15 17 20 21 24 25]
1,44,0.0,"[ 7  6  1  1  1  0  4  0 10  3  0  4  8 16 17  7  3  2  2  3  6  0  5 16
  2  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  5  6  7  8  9 10 11 12 15 16 17 20 21 24 25]
1,45,0.0,"[ 2  0  1  6  1  0  3 11 12  3  1  2  7  1  0  9  3  2  1  3  1  2 10 15
  4  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  7  8  9 10 11 12 15 17 20 21 24 25]
1,46,0.0,"[ 6  1  2  2  1  1  0  6  0  3  1  0 10  8  0  8  2  6  3  3  0  5  5  7
  2  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  5  6  7  8  9 11 12 15 17 20 21 24 25]
1,47,0.0,"[ 2  2 10  1 15  1  7  0  0  0  1  6  5  1  0  7  3  2  2 12  0  3  5 16
  4  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  5  6  7  8  9 10 11 12 15 16 17 20 21 24 25]
1,48,0.0,"[ 2  4  7  7 21  1  0  3  0  3  1  0  8  7 13  7  3  3  2 18  1  5  5  0
  6  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  5  7  8  9 11 12 15 17 18 20 21 24 25]
1,49,0.0,"[ 2  6  1  0 21  0  6  9 15  9  1  4  1  1 13  7  5 11  2  3  6  3  5  0
  2  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  5  6  7  8  9 11 12 13 15 17 20 21 24 25]
1,0,0.0,"[ 2  1  3  0 13  1  9  0  0  3  1  5  1  1 17  7  6  2  2  3  6  5  5 11
  9  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  5  6  7  8  9 11 12 13 15 17 20 21 24 25]
1,1,0.0,"[ 4  0 11  1 18  0  6  9  7 10  1  0  4  1 12  7  3  2 10 19  1  3  5 11
  2  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  5  7  8  9 11 12 15 17 18 19 20 21 24 25]
1,2,0.0,"[ 2  1  9  1  1  1  6  0  8  3  1  6  9  1  0  7  0 10  3  3  0  0  5 15
  3  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  5  6  7  8  9 10 11 12 15 17 20 21 24 25]
1,3,0.0,"[ 2  1  8  2 14  0  6  0  0  3  0  0  0  9 21  7  3  2  2 18  1  3  5 14
 10  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  5  7  8  9 11 12 14 15 17 18 20 21 24 25]
1,4,0.0,"[ 2  0  1  1 20  0  6  6  0  7  1  0  3  1  0  7  3  5  2  3  6  3  5 13
  3  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  5  6  7  8  9 11 12 13 15 17 20 21 24 25]
1,5,0.0,"[ 2  1  1  1  1  0  6  7  0  8  1  0  5 16 15  7  3  2  7  3  6  3  7 15
  2  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  6  7  8  9 11 12 15 16 17 20 21 24 25]
1,6,0.0,"[ 4  5  1  1 13  0  3 11 11  7  0  0  3  1 17  3  3  3  2 18  6  1  5  0
  2  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  5  6  7  8  9 11 12 13 15 17 18 20 21 24 25]
1,7,0.0,"[ 3  1  2  2 19  1  3  8  8  7  1  0  0 10  0  7  6  8  3 12  6  0  4  0
  4  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  4  6  7  8  9 10 11 12 15 17 20 21 24 25]
1,8,0.0,"[ 2  1  1  1 15  1  6  0 11  5  0  0  0  1  0  7  3  2  9  3  0  3 10  0
  2  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  7  8  9 10 11 12 15 17 20 21 24 25]
1,9,0.0,"[ 2  1  6  5 19  0  7  8  0  3  1  0  0 16  0  7  3  2  2 18  0  3  6  0
  2  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  6  7  8  9 11 12 15 16 17 18 19 20 21 24 25]
1,10,0.0,"[ 5  1  6  1  1  0  6  0  0  3  1  6  2  7  0  7  6  3  2  3  1  3  5  0
  2  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  5  6  7  8  9 11 12 15 17 20 21 24 25]
1,11,0.0,"[ 2  1  3  3 16  0  6 11  0  3  1  1  6  1  0  7  1  8  2  3  1 10  5  0
  2  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  5  7  8  9 11 12 15 16 17 20 21 24 25]
1,12,0.0,"[ 7  1  1  1 13  1  6  4  0  4  1  0  6 14 19  4  3  3  2  3  6  3  9 11
  2  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  6  7  8  9 11 12 13 14 15 17 19 20 21 24 25]
1,13,0.0,"[ 2  1  1  9  1  0  3  0 14  5  1  0  7  1  0  7  3 10  1 18  6  3  4  0
  7  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  6  7  8  9 10 11 12 14 15 17 18 20 21 24 25]
1,14,0.0,"[ 8  1  6  7  1  0  7  3  0  3  1  0  3 11 20  0  3  8  2  3  1  6  5  0
  0  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  5  6  7  8  9 11 12 15 17 20 21 24 25]
