generation,individual,fitness,genotype,active_nodes
4,9,0.0,"[ 2  5 10  5 18  1  9  2 10 10  1  2  7  7 14  1  3  8  2 18  0  0  5  7
  5  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  5  7  8  9 10 11 12 15 17 18 20 21 24 25]
4,10,0.0,"[ 2  6  2  2 21  0  6  6 10  9  0  0  5 10  0  3  4  8  8 18  1  3 11  7
  4  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  4  6  7  8  9 10 11 12 15 17 18 20 21 24 25]
4,11,0.0,"[ 0  5  3  5 18  0  6  6 10  9  1  2  3  7 15  9  4  2  1 18  0  3  8  7
  5  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  5  6  7  8  9 10 11 12 15 17 18 20 21 24 25]
4,12,0.0,"[ 2  2  2  1  1  0  9  6 11  5  0  0 10  7  0  7  4  2  8 18  1  0 11 12
  6  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  4  6  7  8  9 11 12 15 17 18 20 21 24 25]
4,13,0.0,"[ 2  2  2  2  1  0  6  6 16  5  1  0  1  7 14  3  6  2  5 18  0  1  5  7
  5  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  4  5  6  7  8  9 11 12 14 15 16 17 18 20 21 24 25]
4,14,0.0,"[10  1  8  5  1  0  6  4 10  3  0  0 10  7  0  3  0  2  9 18  0  4  9  7
  3  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  4  7  8  9 10 11 12 15 17 18 20 21 24 25]
4,15,0.0,"[ 5  6  2  7 21  1  2  6 10  0  1  3  4  7  0 10  4  2  8 20  1  3  2  8
  5  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  4  6  7  8  9 10 11 12 15 17 20 21 24 25]
4,16,0.0,"[10  6  8  3  1  0  6  6 15  4  1  0  4  7  0  4  3  6 10 19  1  3  6 16
  9  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  6  7  8  9 11 12 15 16 17 19 20 21 24 25]
4,17,0.0,"[ 5  6  3  5 16  1  6  6  9  7  0  1  0  7  0  3  3  8  8 18  0  5 11 15
  6  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  6  7  8  9 11 12 15 16 17 18 20 21 24 25]
4,18,0.0,"[ 2  4  8  5  1  0 10  6  7  9  0  0  6  7  0 10  5  9  8 19  0  8  2  7
  5  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  4  5  6  7  8  9 11 12 15 17 19 20 21 24 25]
4,19,0.0,"[ 2  6  2  1  1  1  6  7 10  9  0  6  4 10 14  1  1 10  8 21  0  3  4  7
  5  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  4  6  7  8  9 10 11 12 15 17 20 21 24 25]
4,20,0.0,"[ 0  5  2  5  1  0  8  2 10  9  1  0  4 15 12  3  3  2  8 21  0  3  2  7
  5  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  5  7  8  9 10 11 12 15 17 20 21 24 25]
4,21,0.0,"[ 5  6 10  5 19  0  6  6 10  6  1  6  5  7 14  5  3  5  8 16  0  6  2  7
  3  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  5  6  7  8  9 10 11 12 15 16 17 19 20 21 24 25]
4,22,0.0,"[ 2  5  2  9  1  1  3  2 10  9  1  0  4  7 17  8  6  2  8 18  0  5  5  7
  5  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  4  5  6  7  8  9 10 11 12 15 17 18 20 21 24 25]
4,23,0.0,"[ 2  6  2  1 13  0  6  6  9  9  1  3  4  7 21  3  3  2  9 18  1  4  9  7
  4  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  6  7  8  9 11 12 13 15 17 18 20 21 24 25]
4,24,0.0,"[ 3  6  9  9 14  0  9  6  8  9  1  2  4 10  0  3  4  2  8 18  0  8 11  7
  5  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  4  6  7  8  9 11 12 15 17 18 20 21 24 25]
4,25,0.0,"[ 8  6  2  5 19  0  6  6  7  9  1  0  6 11  0  3  2  9  9 16  0  3  5  7
  5  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  4  5  6  7  8  9 11 12 15 16 17 20 21 24 25]
4,26,0.0,"[ 9  0  2  2 13  0  6  6  9  9  0  0  4  9  0  1  1  2  8 16  0  3  5 11
  3  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  4  5  6  7  8  9 11 12 15 16 17 20 21 24 25]
4,27,0.0,"[ 2  1  2  5 19  0  6  6 10  9  1  0  4  7 12  1  3  3  8 19  1  2  2  9
  6  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  6  7  8  9 10 11 12 15 17 19 20 21 24 25]
4,28,0.0,"[ 0  3  6  9 12  0  6  6 13  7  0  4  4 11 21  3  1  2  3 17  0  7  7 14
  5  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  6  7  8  9 11 12 13 14 15 17 20 21 24 25]
4,29,0.0,"[ 1  1 10  5 18  0  6  6 10 10  1  0 10  7  0  6  0  2  6 20  0  1  2  7
  5  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  4  6  7  8  9 10 11 12 15 17 20 21 24 25]
4,30,0.0,"[ 2  3  2  8 20  0  8  6 10  9  0  5  4  9 21  3  1  2  8 18  0  3  2  9
  6  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  6  7  8  9 10 11 12 15 17 18 20 21 24 25]
4,31,0.0,"[ 0  6  2  2 17  0  6  9 10  9  1  1 10  7 19  3  3  4  9 18  0  2  5  7
  0  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  5  6  7  8  9 10 11 12 15 17 18 20 21 24 25]
4,32,0.0,"[ 2  5  2  5  1  0  6  6 10  9  1  0  4 14 14  3  0 10  4 18  1  9  2  7
  5  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  4  5  6  7  8  9 10 11 12 15 17 18 20 21 24 25]
4,33,0.0,"[10  6  2  1  1  0  6  6  8  9  1  0 10  7  0  5  6  2  8 18  0  9  2  7
  5  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  4  6  7  8  9 11 12 15 17 18 20 21 24 25]
4,34,0.0,"[ 0  6  2  5  1  1  7  6 10  2  1  4  4 12  0  0  3  6  3 20  1  6  6  7
  6  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  6  7  8  9 10 11 12 15 17 20 21 24 25]
4,35,0.0,"[ 2  6  2  8  1  1  6  6  9  9  0  4  1  7 20  3  6  2  8 13  0  1 10  7
  5  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  4  6  7  8  9 10 11 12 13 15 17 20 21 24 25]
4,36,0.0,"[ 2  5  2  5 21  0  6  6 10  3  1  0  4 15  0  3  2  2  8 18  0  8  2  7
  7  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  4  5  6  7  8  9 10 11 12 15 17 18 20 21 24 25]
4,37,0.0,"[ 2  6  2  3  1  1  6  6 10  6  0  3  1  7  0  9  3 11  8 17  0  3  3  7
  5  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  6  7  8  9 10 11 12 15 17 20 21 24 25]
4,38,0.0,"[ 2  6  2  5  1  1  2 10 14  8  1  0  4  7  0  3  3  6  8 19  0  3  2 10
  6  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  6  7  8  9 10 11 12 14 15 17 19 20 21 24 25]
4,39,0.0,"[ 2  1  8  5  1  0  3  6  8  2  1  0  4  9 16  3  0  2  5 18  0  2  2 12
  5  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  4  6  7  8  9 11 12 15 17 18 20 21 24 25]
4,40,0.0,"[ 6  0  2  7  1  0  6  4  9  9  1  6  8  8  0  1  3  2  8 18  1  3  8  9
  1  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  7  8  9 11 12 15 17 18 20 21 24 25]
4,41,0.0,"[ 9  2  2  9 15  0  8  6  7  8  1  0  4 16  0  9  0  2  8 18  0  1  6  7
  5  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  4  6  7  8  9 11 12 15 16 17 18 20 21 24 25]
4,42,0.0,"[ 2  3  5  5 12  0  9  2 10  9  0  0  4  9  0  1  1  5  2 18  0  3  2  7
  7  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  5  7  8  9 10 11 12 15 17 18 20 21 24 25]
4,43,0.0,"[ 4  2  2  0  1  1  6  6 10  2  1  1  8  7 17  3  4  2 10 15  0  3  2 13
  9  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  4  6  7  8  9 10 11 12 13 15 17 20 21 24 25]
4,44,0.0,"[ 2  6  7  6 17  0  6  4 10  9  1  0  3  7 19  3  0  2  4 20  1  3  2 10
  5  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  4  6  7  8  9 10 11 12 15 17 20 21 24 25]
4,45,0.0,"[ 5  6  2  9  1  0  6  4 11  5  1  3  9 15  0  7  0  4  8 21  0 10  2  8
 10  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  4  6  7  8  9 11 12 15 17 20 21 24 25]
4,46,0.0,"[ 2  6 10  4  1  0  9  5 10  0  0  0  6  8 15  6  3  2  8 13  0  3  2 15
  5  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  5  6  7  8  9 10 11 12 13 15 17 20 21 24 25]
4,47,0.0,"[ 2  0 10  2  1  1  6  6 14  9  0  0  4  7 17  3  6  2  8 18  0  3  2 10
  8  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  4  6  7  8  9 10 11 12 14 15 17 18 20 21 24 25]
4,48,0.0,"[ 8  6  2  9 15  0  6  6 10  9  1  0  2  7  0  0  0  2  4 17  0  3  2  7
  5  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  4  6  7  8  9 10 11 12 15 17 20 21 24 25]
4,49,0.0,"[ 3  6  2  7  1  0  6  6 10  3  1  0  5  7 20  1  3  8  8 16  0  3  2  7
  5  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  6  7  8  9 10 11 12 15 16 17 20 21 24 25]
4,0,0.0,"[ 4  6  2  5 13  1  6  5 10  0  0  0  4  7 14  9  3  2  4 18  0  3  4 11
  2  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  5  6  7  8  9 10 11 12 13 15 17 18 20 21 24 25]
4,1,0.0,"[ 4  1  2  6 17  0  6  5 10  9  1  0  4  7  0 10  1 11  8 18  0  3  2 14
  9  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  4  5  7  8  9 10 11 12 14 15 17 18 20 21 24 25]
4,2,0.0,"[ 2  6  2  2  1  1  6 11 10  9  0  0  4  7 21  0  2  2  6 14  1  3 11  8
 10  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  4  6  7  8  9 10 11 12 14 15 17 20 21 24 25]
4,3,0.0,"[ 8  2  2  8 16  1  4  6 10  9  1  4  4 11  0  7  3  2  8 21  0  3  2  9
  5  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  6  7  8  9 10 11 12 15 16 17 20 21 24 25]
4,4,0.0,"[ 4  6  9  5  1  1  6  6 10  1  1  4  2 16  0  9  3  4  8 18  1  2  2  9
  7  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  6  7  8  9 10 11 12 15 17 18 20 21 24 25]
4,5,0.0,"[ 2  6  2  5 19  0  6  3 15  9  1  2  4  7  0  7  6  2  8 17  1 10  3  7
  5  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  6  7  8  9 11 12 15 17 19 20 21 24 25]
4,6,0.0,"[ 2  5  2  4  1  0 10  6 10  7  1  0  3  7  0  3  3  2  7 21  1  3  2 15
  5  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  5  6  7  8  9 10 11 12 15 17 20 21 24 25]
4,7,0.0,"[ 2  6 10  5 15  1  7  7 11  9  1  0  4  7  0  3  0  2  0 18  1  2  2 16
  5  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  4  6  7  8  9 10 11 12 15 16 17 18 20 21 24 25]
4,8,0.0,"[ 4  4  7  5  1  0  3  6  9  9  1  0  3  7  0  3  3  5  8 19  1  3  4 15
  7  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  5  6  7  8  9 11 12 15 17 19 20 21 24 25]
4,9,0.0,"[ 2  5 10  5 18  1  9  2 10 10  1  2  7  7 14  1  3  8  2 18  0  0  5  7
  5  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  5  7  8  9 10 11 12 15 17 18 20 21 24 25]
4,10,0.0,"[ 2  6  2  2 21  0  6  6 10  9  0  0  5 10  0  3  4  8  8 18  1  3 11  7
  4  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  4  6  7  8  9 10 11 12 15 17 18 20 21 24 25]
4,11,0.0,"[ 0  5  3  5 18  0  6  6 10  9  1  2  3  7 15  9  4  2  1 18  0  3  8  7
  5  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  3  4  5  6  7  8  9 10 11 12 15 17 18 20 21 24 25]
4,12,0.0,"[ 2  2  2  1  1  0  9  6 11  5  0  0 10  7  0  7  4  2  8 18  1  0 11 12
  6  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  4  6  7  8  9 11 12 15 17 18 20 21 24 25]
4,13,0.0,"[ 2  2  2  2  1  0  6  6 16  5  1  0  1  7 14  3  6  2  5 18  0  1  5  7
  5  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  4  5  6  7  8  9 11 12 14 15 16 17 18 20 21 24 25]
4,14,0.0,"[10  1  8  5  1  0  6  4 10  3  0  0 10  7  0  3  0  2  9 18  0  4  9  7
  3  6  6  8  2  1  8 11  8  2  7  3  7  5  6  8  7  4  9  2 11 10  7  8
  1  9 12  3 12  9  8 12  8  8 15  9  5 20 14  8 16 12  7 20 21  9 17 17
  0 16 18 24 25  1]",[ 2  4  7  8  9 10 11 12 15 17 18 20 21 24 25]
